track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,stream_class
Photograph,Ed Sheeran,1.0,2014.0,6.0,20.0,18778.0,3.0,2236667932.0,228.0,105.0,2453.0,0.0,84.0,108.0,E,Major,61.0,20.0,38.0,61.0,0.0,10.0,5.0,High
Love Yourself,Justin Bieber,1.0,2015.0,11.0,9.0,22730.0,5.0,2123309722.0,289.0,87.0,2430.0,0.0,36.0,100.0,E,Major,61.0,53.0,38.0,84.0,0.0,28.0,44.0,High
N95,Kendrick Lamar,1.0,2022.0,5.0,13.0,5542.0,0.0,301242089.0,52.0,16.0,65.0,0.0,206.0,140.0,D#,Minor,81.0,39.0,66.0,38.0,0.0,12.0,14.0,Average
About Damn Time,Lizzo,1.0,2022.0,4.0,14.0,9021.0,0.0,723894473.0,242.0,49.0,272.0,21.0,24.0,109.0,A#,Minor,84.0,72.0,74.0,10.0,0.0,34.0,7.0,High
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3.0,2022.0,5.0,13.0,4627.0,0.0,237351106.0,38.0,13.0,32.0,0.0,0.0,101.0,C#,Minor,78.0,40.0,74.0,36.0,0.0,17.0,27.0,Average
Despuï¿½ï¿½s de la P,Bad Bunny,1.0,2022.0,5.0,6.0,2229.0,0.0,461558540.0,27.0,44.0,24.0,0.0,5.0,78.0,F,Major,56.0,61.0,90.0,36.0,0.0,18.0,31.0,Average
Un Ratito,Bad Bunny,1.0,2022.0,5.0,6.0,1112.0,6.0,417230415.0,7.0,30.0,13.0,1.0,1.0,93.0,nan,Minor,79.0,22.0,55.0,31.0,0.0,12.0,5.0,Average
United In Grief,Kendrick Lamar,1.0,2022.0,5.0,13.0,2575.0,0.0,156898322.0,4.0,5.0,12.0,0.0,51.0,87.0,G#,Major,52.0,32.0,83.0,24.0,0.0,17.0,43.0,Low
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2.0,2022.0,5.0,13.0,3107.0,0.0,127309180.0,4.0,0.0,22.0,0.0,0.0,153.0,A#,Minor,55.0,50.0,78.0,19.0,0.0,11.0,35.0,Low
Yo No Soy Celoso,Bad Bunny,1.0,2022.0,5.0,6.0,1179.0,0.0,313113297.0,7.0,21.0,11.0,0.0,0.0,142.0,nan,Major,87.0,93.0,59.0,28.0,0.0,17.0,5.0,Average
Rich Spirit,Kendrick Lamar,1.0,2022.0,5.0,13.0,3486.0,0.0,173702135.0,20.0,10.0,33.0,0.0,0.0,96.0,A#,Minor,85.0,41.0,43.0,39.0,0.0,12.0,21.0,Low
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2.0,2022.0,5.0,12.0,2942.0,0.0,271666301.0,42.0,28.0,43.0,0.0,0.0,125.0,nan,Major,50.0,39.0,78.0,4.0,0.0,11.0,33.0,Average
Me Fui de Vacaciones,Bad Bunny,1.0,2022.0,5.0,6.0,1443.0,0.0,305650299.0,9.0,11.0,22.0,1.0,0.0,85.0,A#,Major,71.0,43.0,65.0,23.0,0.0,9.0,5.0,Average
Silent Hill,"Kendrick Lamar, Kodak Black",2.0,2022.0,5.0,13.0,3028.0,0.0,123216717.0,22.0,0.0,23.0,0.0,0.0,140.0,C#,Minor,92.0,78.0,57.0,46.0,0.0,14.0,9.0,Low
La Corriente,"Tony Dize, Bad Bunny",2.0,2022.0,5.0,6.0,1796.0,8.0,479655659.0,8.0,25.0,18.0,1.0,0.0,196.0,B,Minor,66.0,58.0,79.0,23.0,0.0,22.0,20.0,Average
Count Me Out,Kendrick Lamar,1.0,2022.0,5.0,13.0,2729.0,0.0,126191104.0,3.0,7.0,13.0,0.0,1.0,134.0,G,Major,78.0,51.0,43.0,69.0,0.0,14.0,9.0,Low
Andrea,"Buscabulla, Bad Bunny",2.0,2022.0,5.0,6.0,1195.0,0.0,344055883.0,8.0,30.0,13.0,1.0,1.0,103.0,C#,Minor,80.0,45.0,62.0,76.0,0.0,10.0,38.0,Average
Dos Mil 16,Bad Bunny,1.0,2022.0,5.0,6.0,892.0,3.0,338422004.0,10.0,24.0,11.0,0.0,0.0,130.0,C#,Major,82.0,50.0,67.0,12.0,0.0,13.0,5.0,Average
We Cry Together,"Kendrick Lamar, Taylour Paige",2.0,2022.0,5.0,13.0,1635.0,0.0,68895644.0,4.0,1.0,6.0,0.0,0.0,108.0,B,Major,65.0,52.0,69.0,31.0,0.0,8.0,36.0,Low
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3.0,2022.0,5.0,13.0,2291.0,0.0,86176890.0,9.0,0.0,8.0,0.0,0.0,123.0,G#,Major,61.0,66.0,71.0,53.0,0.0,32.0,46.0,Low
Un Coco,Bad Bunny,1.0,2022.0,5.0,6.0,1029.0,28.0,403231558.0,5.0,28.0,9.0,0.0,0.0,152.0,B,Major,84.0,74.0,69.0,21.0,0.0,18.0,6.0,Average
Otro Atardecer,"Bad Bunny, The Marï¿½ï¿½",2.0,2022.0,5.0,6.0,1681.0,7.0,319546754.0,10.0,30.0,13.0,0.0,33.0,108.0,D,Major,78.0,55.0,60.0,59.0,0.0,7.0,4.0,Average
Worldwide Steppers,Kendrick Lamar,1.0,2022.0,5.0,13.0,1480.0,0.0,61739839.0,1.0,0.0,5.0,0.0,0.0,72.0,A#,Minor,56.0,56.0,47.0,76.0,0.0,8.0,36.0,Low
Aguacero,Bad Bunny,1.0,2022.0,5.0,6.0,829.0,0.0,283359161.0,4.0,15.0,10.0,0.0,0.0,121.0,F#,Minor,86.0,67.0,65.0,42.0,0.0,35.0,7.0,Average
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3.0,2022.0,5.0,13.0,2308.0,0.0,76831876.0,7.0,0.0,7.0,0.0,0.0,138.0,D#,Minor,57.0,71.0,82.0,19.0,0.0,15.0,29.0,Low
Un Verano Sin Ti,Bad Bunny,1.0,2022.0,5.0,6.0,1004.0,1.0,283332261.0,8.0,12.0,9.0,0.0,0.0,188.0,F,Minor,50.0,41.0,50.0,69.0,0.0,12.0,6.0,Average
ULTRA SOLO,"Polima WestCoast, Pailita",2.0,2022.0,2.0,14.0,1367.0,0.0,307752576.0,48.0,4.0,34.0,1.0,0.0,110.0,C#,Major,80.0,26.0,85.0,23.0,0.0,11.0,21.0,Average
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1.0,2022.0,5.0,6.0,1112.0,3.0,279737940.0,7.0,25.0,12.0,0.0,0.0,105.0,G#,Major,81.0,77.0,79.0,19.0,0.0,47.0,8.0,Average
El Apagï¿½,Bad Bunny,1.0,2022.0,5.0,6.0,1209.0,0.0,212351890.0,9.0,7.0,14.0,0.0,1.0,118.0,G#,Major,63.0,60.0,70.0,5.0,0.0,9.0,31.0,Low
Callaita,"Bad Bunny, Tainy",2.0,2019.0,5.0,31.0,9539.0,15.0,1304313953.0,162.0,116.0,355.0,7.0,0.0,176.0,D,Major,61.0,24.0,62.0,60.0,0.0,24.0,31.0,High
Dua Lipa,Jack Harlow,1.0,2022.0,5.0,6.0,1992.0,0.0,150500965.0,35.0,0.0,3.0,0.0,0.0,158.0,B,Major,83.0,41.0,65.0,0.0,10.0,11.0,8.0,Low
Agosto,Bad Bunny,1.0,2022.0,5.0,6.0,897.0,0.0,246127838.0,6.0,20.0,8.0,0.0,0.0,115.0,C#,Minor,85.0,72.0,58.0,9.0,0.0,49.0,12.0,Average
House Of Memories,Panic! At The Disco,1.0,2016.0,1.0,15.0,2948.0,0.0,582863434.0,10.0,2.0,150.0,0.0,0.0,110.0,B,Minor,51.0,48.0,82.0,0.0,0.0,5.0,3.0,Average
Mr. Morale,"Kendrick Lamar, Tanna Leone",2.0,2022.0,5.0,13.0,1860.0,0.0,58687425.0,1.0,0.0,3.0,0.0,0.0,174.0,A,Major,73.0,26.0,54.0,30.0,0.0,34.0,32.0,Low
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2.0,2022.0,4.0,29.0,802.0,0.0,212109195.0,16.0,81.0,23.0,0.0,0.0,130.0,E,Major,91.0,91.0,96.0,3.0,0.0,3.0,9.0,Low
In The Stars,Benson Boone,1.0,2022.0,4.0,29.0,2224.0,8.0,382199619.0,48.0,40.0,87.0,1.0,210.0,78.0,A#,Major,36.0,30.0,54.0,34.0,0.0,14.0,5.0,Average
Rich - Interlude,Kendrick Lamar,1.0,2022.0,5.0,13.0,1103.0,0.0,41210087.0,0.0,0.0,0.0,0.0,0.0,104.0,G,Major,44.0,74.0,42.0,88.0,0.0,9.0,9.0,Low
SUPERMODEL,Mï¿½ï¿½ne,1.0,2022.0,5.0,13.0,2265.0,0.0,231657891.0,93.0,12.0,173.0,11.0,3.0,121.0,G,Major,64.0,80.0,88.0,0.0,0.0,12.0,6.0,Low
Stefania (Kalush Orchestra),KALUSH,1.0,2022.0,3.0,10.0,555.0,0.0,53729194.0,10.0,4.0,4.0,0.0,0.0,105.0,D,Major,83.0,32.0,82.0,14.0,0.0,12.0,4.0,Low
Thousand Miles,The Kid Laroi,1.0,2022.0,4.0,22.0,2050.0,0.0,244741137.0,52.0,9.0,46.0,0.0,1.0,81.0,G,Major,38.0,20.0,66.0,9.0,0.0,9.0,8.0,Average
Crown,Kendrick Lamar,1.0,2022.0,5.0,13.0,1493.0,0.0,42485571.0,2.0,0.0,10.0,0.0,0.0,170.0,C#,Minor,37.0,14.0,24.0,80.0,0.0,11.0,4.0,Low
Auntie Diaries,Kendrick Lamar,1.0,2022.0,5.0,13.0,1545.0,0.0,37778188.0,1.0,0.0,4.0,0.0,0.0,78.0,G,Major,43.0,60.0,38.0,76.0,1.0,48.0,38.0,Low
PUFFIN ON ZOOTIEZ,Future,1.0,2022.0,4.0,29.0,2350.0,0.0,254218729.0,28.0,42.0,23.0,0.0,0.0,125.0,G#,Major,88.0,28.0,66.0,6.0,0.0,13.0,31.0,Average
Mirror,Kendrick Lamar,1.0,2022.0,5.0,13.0,1929.0,0.0,53603447.0,2.0,0.0,4.0,0.0,0.0,92.0,E,Minor,66.0,29.0,65.0,23.0,0.0,8.0,7.0,Low
Beautiful Girl,Luciano,1.0,2022.0,4.0,22.0,710.0,4.0,160035717.0,16.0,11.0,18.0,0.0,0.0,140.0,B,Minor,84.0,61.0,42.0,31.0,0.0,9.0,9.0,Low
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2.0,2022.0,4.0,25.0,928.0,0.0,164163229.0,19.0,0.0,7.0,0.0,0.0,96.0,nan,Major,61.0,32.0,90.0,25.0,0.0,10.0,9.0,Low
Savior - Interlude,Kendrick Lamar,1.0,2022.0,5.0,13.0,1194.0,0.0,37091576.0,0.0,0.0,3.0,0.0,0.0,118.0,F,Minor,66.0,83.0,43.0,84.0,0.0,19.0,19.0,Low
Pasoori,"Shae Gill, Ali Sethi",2.0,2022.0,2.0,6.0,349.0,6.0,284249832.0,10.0,22.0,3.0,0.0,0.0,92.0,B,Minor,71.0,67.0,60.0,7.0,0.0,6.0,4.0,Average
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2.0,2022.0,5.0,13.0,1890.0,0.0,33381454.0,3.0,0.0,2.0,0.0,0.0,140.0,G#,Minor,49.0,50.0,37.0,87.0,0.0,11.0,35.0,Low
TUS Lï¿½ï¿½GR,"Sech, Mora",2.0,2022.0,4.0,1.0,1308.0,2.0,184622518.0,23.0,16.0,9.0,0.0,5.0,174.0,C#,Major,68.0,45.0,71.0,18.0,0.0,11.0,25.0,Low
Where Did You Go?,"MNEK, Jax Jones",2.0,2022.0,1.0,26.0,4531.0,0.0,300983101.0,135.0,74.0,119.0,1.0,18.0,127.0,A#,Major,77.0,53.0,78.0,19.0,0.0,29.0,4.0,Average
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2.0,2022.0,5.0,6.0,1657.0,0.0,121077868.0,15.0,3.0,3.0,0.0,0.0,96.0,B,Major,71.0,37.0,52.0,62.0,0.0,11.0,36.0,Low
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2.0,2022.0,4.0,29.0,1351.0,0.0,106919680.0,26.0,1.0,17.0,0.0,0.0,150.0,G#,Minor,82.0,82.0,66.0,13.0,0.0,11.0,6.0,Low
ZOOM,Jessi,1.0,2022.0,4.0,13.0,608.0,0.0,136996305.0,5.0,29.0,14.0,0.0,0.0,100.0,F#,Major,87.0,46.0,60.0,1.0,0.0,13.0,16.0,Low
SloMo,Chanel,1.0,2021.0,12.0,24.0,1211.0,0.0,65719930.0,31.0,0.0,19.0,0.0,2.0,105.0,C#,Minor,73.0,59.0,81.0,13.0,0.0,9.0,6.0,Low
FEARLESS,LE SSERAFIM,1.0,2022.0,5.0,2.0,629.0,0.0,229497852.0,18.0,75.0,9.0,0.0,0.0,104.0,G,Major,86.0,43.0,62.0,5.0,0.0,13.0,14.0,Low
10 Things I Hate About You,Leah Kate,1.0,2022.0,3.0,23.0,1301.0,0.0,185550869.0,23.0,1.0,15.0,0.0,0.0,154.0,G#,Major,54.0,45.0,79.0,1.0,0.0,17.0,5.0,Low
SPACE MAN,Sam Ryder,1.0,2022.0,2.0,22.0,1329.0,0.0,54682594.0,42.0,51.0,32.0,0.0,0.0,80.0,B,Major,47.0,33.0,83.0,18.0,0.0,10.0,5.0,Low
With you,"HA SUNG WOON, Jimin",2.0,2022.0,4.0,24.0,343.0,2.0,240580042.0,4.0,35.0,11.0,1.0,1.0,150.0,D#,Major,53.0,14.0,43.0,64.0,0.0,13.0,3.0,Average
Iris,The Goo Goo Dolls,1.0,1998.0,3.0,31.0,13101.0,9.0,1284942608.0,137.0,5.0,582.0,0.0,0.0,156.0,B,Minor,32.0,49.0,72.0,0.0,0.0,9.0,4.0,High
The Heart Part 5,Kendrick Lamar,1.0,2022.0,5.0,8.0,2939.0,0.0,71423324.0,29.0,0.0,30.0,0.0,0.0,98.0,G#,Minor,76.0,79.0,81.0,18.0,0.0,6.0,34.0,Low
San Lucas,Kevin Kaarl,1.0,2019.0,11.0,7.0,407.0,1.0,244891912.0,5.0,0.0,5.0,0.0,0.0,92.0,G,Major,58.0,27.0,36.0,86.0,0.0,9.0,3.0,Average
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1.0,2022.0,5.0,6.0,1492.0,0.0,132171975.0,26.0,2.0,15.0,0.0,2.0,144.0,E,Major,47.0,7.0,50.0,32.0,0.0,7.0,4.0,Low
Good Looking,Suki Waterhouse,1.0,2017.0,10.0,20.0,2264.0,0.0,184706613.0,11.0,6.0,25.0,0.0,1.0,150.0,E,Major,37.0,27.0,56.0,8.0,0.0,13.0,3.0,Low
Flowers,Lauren Spencer Smith,1.0,2021.0,8.0,9.0,801.0,0.0,184826429.0,42.0,9.0,24.0,1.0,1.0,138.0,D#,Major,70.0,31.0,44.0,84.0,0.0,9.0,39.0,Low
Yet To Come,BTS,1.0,2022.0,6.0,10.0,829.0,0.0,302006641.0,32.0,110.0,26.0,0.0,0.0,172.0,C#,Major,56.0,68.0,89.0,4.0,0.0,33.0,19.0,Average
Run BTS,BTS,1.0,2022.0,6.0,10.0,736.0,0.0,330881149.0,5.0,132.0,17.0,0.0,3.0,77.0,G#,Major,72.0,70.0,82.0,2.0,0.0,4.0,17.0,Average
Music For a Sushi Restaurant,Harry Styles,1.0,2022.0,5.0,20.0,4449.0,1.0,334733572.0,80.0,11.0,66.0,0.0,1.0,107.0,B,Major,72.0,36.0,72.0,26.0,6.0,11.0,4.0,Average
Matilda,Harry Styles,1.0,2022.0,5.0,20.0,3218.0,3.0,366214458.0,29.0,10.0,79.0,0.0,0.0,114.0,D,Major,51.0,39.0,29.0,90.0,0.0,10.0,4.0,Average
For Youth,BTS,1.0,2022.0,6.0,10.0,327.0,0.0,114546317.0,5.0,40.0,12.0,0.0,0.0,117.0,D,Major,63.0,29.0,51.0,43.0,0.0,25.0,4.0,Low
Daylight,Harry Styles,1.0,2022.0,5.0,20.0,2775.0,0.0,290833204.0,21.0,11.0,40.0,0.0,0.0,146.0,nan,Major,69.0,63.0,45.0,48.0,0.0,18.0,4.0,Average
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1.0,2022.0,5.0,6.0,4576.0,0.0,448500832.0,79.0,13.0,93.0,0.0,17.0,160.0,G#,Minor,80.0,74.0,60.0,8.0,0.0,14.0,26.0,Average
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4.0,2022.0,6.0,10.0,2313.0,0.0,136676504.0,34.0,0.0,29.0,0.0,0.0,120.0,G,Major,88.0,15.0,56.0,1.0,0.0,8.0,6.0,Low
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3.0,2022.0,5.0,27.0,3983.0,0.0,190625045.0,73.0,45.0,119.0,0.0,0.0,100.0,B,Minor,82.0,76.0,70.0,16.0,0.0,8.0,5.0,Low
Born Singer,BTS,1.0,2022.0,6.0,10.0,279.0,0.0,79095270.0,0.0,18.0,6.0,0.0,0.0,158.0,G#,Minor,60.0,68.0,84.0,4.0,0.0,24.0,11.0,Low
Little Freak,Harry Styles,1.0,2022.0,5.0,20.0,2302.0,0.0,273194684.0,20.0,3.0,39.0,0.0,0.0,142.0,D#,Major,56.0,40.0,54.0,72.0,0.0,10.0,4.0,Average
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4.0,2022.0,5.0,20.0,3559.0,3.0,333146475.0,36.0,1.0,31.0,0.0,1.0,170.0,A,Minor,80.0,77.0,85.0,11.0,0.0,17.0,14.0,Average
True Love,"Kanye West, XXXTENTACION",2.0,2022.0,5.0,27.0,2129.0,0.0,194902696.0,23.0,1.0,44.0,1.0,0.0,84.0,F,Minor,71.0,39.0,86.0,2.0,0.0,51.0,25.0,Low
Satellite,Harry Styles,1.0,2022.0,5.0,20.0,3291.0,5.0,311482393.0,43.0,28.0,79.0,0.0,208.0,139.0,nan,Major,58.0,30.0,46.0,14.0,0.0,9.0,3.0,Average
Pass The Dutchie,Musical Youth,1.0,1982.0,1.0,1.0,5328.0,0.0,195918494.0,54.0,76.0,900.0,0.0,0.0,151.0,G,Major,73.0,88.0,67.0,20.0,0.0,32.0,5.0,Low
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2.0,2022.0,6.0,8.0,1401.0,0.0,248511839.0,26.0,16.0,17.0,0.0,1.0,128.0,C#,Minor,82.0,42.0,75.0,6.0,0.0,63.0,6.0,Average
Love Of My Life,Harry Styles,1.0,2022.0,5.0,20.0,1933.0,0.0,233671263.0,13.0,2.0,31.0,0.0,0.0,118.0,G,Major,56.0,20.0,54.0,67.0,0.0,6.0,5.0,Low
Grapejuice,Harry Styles,1.0,2022.0,5.0,20.0,1986.0,0.0,199587884.0,7.0,1.0,15.0,0.0,0.0,183.0,F,Major,65.0,88.0,72.0,36.0,14.0,20.0,3.0,Low
So Good,Halsey,1.0,2022.0,6.0,9.0,1057.0,0.0,91781263.0,51.0,14.0,19.0,0.0,0.0,83.0,D#,Minor,63.0,29.0,62.0,4.0,0.0,18.0,4.0,Low
Belly Dancer,"BYOR, Imanbek",2.0,2022.0,2.0,18.0,5115.0,13.0,383835984.0,109.0,38.0,301.0,1.0,33.0,122.0,C#,Major,85.0,42.0,80.0,6.0,0.0,17.0,14.0,Average
Keep Driving,Harry Styles,1.0,2022.0,5.0,20.0,2094.0,1.0,236060709.0,8.0,1.0,18.0,0.0,0.0,165.0,A,Major,72.0,90.0,48.0,32.0,0.0,18.0,23.0,Average
Cinema,Harry Styles,1.0,2022.0,5.0,20.0,2171.0,0.0,189236868.0,18.0,1.0,28.0,0.0,0.0,106.0,A,Minor,83.0,90.0,64.0,35.0,5.0,9.0,4.0,Low
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2.0,2022.0,5.0,25.0,896.0,0.0,160845341.0,19.0,0.0,15.0,0.0,0.0,77.0,B,Major,81.0,68.0,58.0,83.0,0.0,11.0,34.0,Low
Only Love Can Hurt Like This,Paloma Faith,1.0,2014.0,1.0,1.0,5148.0,0.0,588955257.0,90.0,22.0,365.0,0.0,114.0,91.0,G#,Major,57.0,30.0,89.0,10.0,0.0,33.0,8.0,Average
Hold My Hand,Lady Gaga,1.0,2022.0,5.0,3.0,2528.0,0.0,238350348.0,63.0,8.0,270.0,2.0,105.0,148.0,G,Major,51.0,21.0,63.0,5.0,0.0,41.0,3.0,Average
Daydreaming,Harry Styles,1.0,2022.0,5.0,20.0,1900.0,1.0,187703102.0,15.0,1.0,23.0,0.0,0.0,114.0,E,Minor,71.0,90.0,81.0,31.0,2.0,13.0,3.0,Low
Numb,"Marshmello, Khalid",2.0,2022.0,6.0,10.0,3879.0,2.0,295307001.0,107.0,76.0,86.0,1.0,9.0,120.0,nan,Minor,91.0,63.0,77.0,12.0,1.0,10.0,5.0,Average
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2.0,2022.0,6.0,2.0,896.0,0.0,138334433.0,0.0,0.0,2.0,0.0,0.0,92.0,F#,Major,83.0,56.0,82.0,10.0,0.0,9.0,5.0,Low
Me and Your Mama,Childish Gambino,1.0,2016.0,11.0,10.0,8775.0,0.0,445590495.0,33.0,60.0,107.0,1.0,0.0,118.0,F,Major,56.0,25.0,45.0,1.0,3.0,7.0,3.0,Average
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3.0,2022.0,3.0,18.0,5290.0,0.0,286739476.0,139.0,73.0,142.0,0.0,5.0,123.0,E,Minor,60.0,46.0,71.0,3.0,0.0,16.0,4.0,Average
SLOW DANCING IN THE DARK,Joji,1.0,2018.0,9.0,12.0,10211.0,0.0,1122364376.0,38.0,79.0,65.0,0.0,1.0,89.0,D#,Major,52.0,28.0,48.0,54.0,1.0,19.0,3.0,High
Antes de Perderte,Duki,1.0,2022.0,6.0,2.0,584.0,8.0,157136970.0,12.0,1.0,8.0,0.0,1.0,110.0,F,Minor,81.0,61.0,93.0,49.0,0.0,12.0,11.0,Low
Boyfriends,Harry Styles,1.0,2022.0,5.0,20.0,1517.0,0.0,137070925.0,26.0,2.0,30.0,0.0,0.0,118.0,nan,Major,42.0,32.0,20.0,94.0,0.0,11.0,4.0,Low
295,Sidhu Moose Wala,1.0,2021.0,5.0,15.0,246.0,4.0,183273246.0,4.0,106.0,0.0,0.0,7.0,90.0,B,Minor,68.0,54.0,76.0,21.0,0.0,11.0,20.0,Low
Tak Ingin Usai,Keisya Levronka,1.0,2022.0,5.0,13.0,220.0,4.0,184807630.0,16.0,5.0,0.0,0.0,6.0,130.0,nan,Major,49.0,14.0,40.0,82.0,0.0,11.0,3.0,Low
En El Radio Un Cochinero,Victor Cibrian,1.0,2022.0,5.0,13.0,514.0,0.0,164856284.0,5.0,36.0,1.0,0.0,0.0,154.0,F#,Minor,70.0,97.0,62.0,47.0,0.0,10.0,4.0,Low
Master of Puppets (Remastered),Metallica,1.0,1986.0,3.0,3.0,6080.0,0.0,704171068.0,112.0,198.0,406.0,1.0,0.0,105.0,E,Minor,54.0,59.0,83.0,0.0,44.0,20.0,4.0,High
BREAK MY SOUL,Beyoncï¿½,1.0,2022.0,6.0,21.0,9724.0,0.0,354614964.0,222.0,61.0,259.0,14.0,2.0,115.0,C#,Minor,70.0,87.0,88.0,4.0,0.0,26.0,8.0,Average
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5.0,2022.0,6.0,16.0,2341.0,0.0,279717388.0,37.0,2.0,38.0,2.0,0.0,110.0,C#,Major,91.0,59.0,82.0,8.0,0.0,6.0,8.0,Average
Massive,Drake,1.0,2022.0,6.0,17.0,5263.0,0.0,195628667.0,66.0,89.0,61.0,0.0,11.0,125.0,E,Minor,51.0,5.0,68.0,12.0,2.0,15.0,6.0,Low
Betty (Get Money),Yung Gravy,1.0,2022.0,6.0,10.0,2402.0,0.0,221752937.0,45.0,2.0,26.0,0.0,1.0,102.0,C#,Major,73.0,62.0,75.0,0.0,0.0,34.0,8.0,Low
Ojos Marrones,Lasso,1.0,2022.0,2.0,6.0,795.0,11.0,263280370.0,26.0,18.0,15.0,1.0,4.0,120.0,G#,Minor,81.0,72.0,65.0,4.0,0.0,14.0,4.0,Average
POP!,Nayeon,1.0,2022.0,6.0,24.0,571.0,0.0,213505179.0,19.0,21.0,14.0,0.0,2.0,97.0,D,Major,80.0,36.0,86.0,4.0,0.0,3.0,5.0,Low
Layla,"Schï¿½ï¿½rze, DJ R",2.0,2022.0,3.0,24.0,832.0,3.0,130419412.0,18.0,124.0,24.0,1.0,0.0,140.0,F,Minor,44.0,41.0,92.0,0.0,0.0,44.0,7.0,Low
MORE,j-hope,1.0,2022.0,7.0,1.0,565.0,0.0,155795783.0,6.0,52.0,11.0,0.0,0.0,97.0,D,Major,78.0,31.0,72.0,1.0,0.0,11.0,4.0,Low
Sweet Child O' Mine,Guns N' Roses,1.0,1987.0,1.0,1.0,41231.0,1.0,1553497987.0,228.0,151.0,6720.0,3.0,99.0,125.0,F#,Major,45.0,67.0,90.0,9.0,11.0,10.0,5.0,High
Last Last,Burna Boy,1.0,2022.0,5.0,12.0,4526.0,12.0,293466523.0,156.0,275.0,150.0,3.0,128.0,88.0,D#,Minor,80.0,55.0,56.0,13.0,0.0,8.0,9.0,Average
SNAP,Rosa Linn,1.0,2022.0,3.0,19.0,1818.0,0.0,711366595.0,3.0,0.0,63.0,0.0,353.0,170.0,nan,Major,56.0,52.0,64.0,11.0,0.0,45.0,7.0,High
Sticky,Drake,1.0,2022.0,6.0,17.0,2814.0,0.0,191448892.0,38.0,105.0,25.0,0.0,2.0,137.0,A#,Minor,88.0,8.0,49.0,9.0,0.0,9.0,14.0,Low
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3.0,2022.0,7.0,1.0,1601.0,0.0,85924992.0,11.0,0.0,2.0,0.0,0.0,157.0,A,Major,88.0,52.0,69.0,0.0,0.0,8.0,23.0,Low
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3.0,2022.0,6.0,3.0,894.0,4.0,176103902.0,28.0,0.0,54.0,0.0,0.0,130.0,F#,Major,95.0,83.0,57.0,54.0,0.0,10.0,25.0,Low
La Loto,"Anitta, Tini, Becky G",3.0,2022.0,7.0,6.0,945.0,0.0,121189256.0,49.0,3.0,57.0,0.0,0.0,90.0,C#,Major,85.0,80.0,83.0,10.0,0.0,8.0,11.0,Low
die first,Nessa Barrett,1.0,2022.0,6.0,24.0,767.0,0.0,131746175.0,25.0,0.0,22.0,0.0,0.0,183.0,G#,Minor,44.0,44.0,67.0,7.0,0.0,12.0,13.0,Low
Afraid To Feel,LF System,1.0,2022.0,5.0,2.0,5898.0,5.0,244790012.0,129.0,55.0,128.0,0.0,101.0,128.0,C#,Major,58.0,68.0,91.0,2.0,0.0,27.0,11.0,Average
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3.0,2022.0,6.0,10.0,685.0,2.0,129314708.0,17.0,0.0,24.0,0.0,30.0,130.0,D#,Minor,71.0,78.0,40.0,46.0,0.0,7.0,45.0,Low
cï¿½ï¿½mo dormi,Rels B,1.0,2022.0,8.0,4.0,1452.0,35.0,331511413.0,16.0,15.0,20.0,0.0,0.0,126.0,C#,Major,63.0,56.0,43.0,24.0,0.0,12.0,23.0,Average
